排名,排名变化,游戏名称,发行公司,昨日新增下载量,icon,类别,appid,公司名称,公司链接,最后更新
147,1,穿越防线-反恐奇兵,北京盛天游网络科技有限公司,1960,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNDE3LzIwMTgwNDE3MTYwNjAyMzY1NzMzMC5qcGc=,单机榜,1945330,-,无,2018-12-06
148,1,致命狙击,北京中科奥科技有限公司,5306,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTYxMC8yMDE2MTAyMTEyMTM0OTQyODE4MjAucG5n,单机榜,1973117,-,无,2018-12-06
149,1,神偷奶爸小黄人快跑果酱工厂版,北京万盛和泰科技有限公司,5051,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMDQwMjYxNl8xNTExMjYwODkxLzI1Ng==,单机榜,104500,-,无,2018-12-06
150,1,神兽金刚3荣耀之战,成都雷兽互动科技有限公司,7755,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNTE2LzIwMTgwNTE2MTM1ODE2ODk0NDczOS5qcGc=,单机榜,5647481,-,无,2018-12-06
151,1,野蛮人大作战,杭州电魂网络科技股份有限公司,7638,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTA5LzIwMTgxMTA5MTAwMzMzMzk2MzY1OS5qcGc=,单机榜,4741627,-,无,2018-12-06
152,1,狙击行动：代号猎鹰,北京游道易网络文化有限公司,18152,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwODI4LzIwMTgwODI4MTc0MzQ2ODc5NjAzMC5qcGc=,单机榜,6566651,-,无,2018-12-06
153,1,欢乐四川麻将3D版,广州汶颢信息技术有限公司,6984,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTI4LzIwMTgxMTI4MTE1NzE1NzIwMDgwMi5wbmc=,单机榜,1944540,-,无,2018-12-06
154,1,象棋,武汉市多比特信息科技有限公司,11607,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTcwNC8yMDE3MDQyNDE5MDIzNjI5ODYwODEuanBn,单机榜,3488190,-,无,2018-12-06
155,1,合到20根本停不下来（2048世界建造）,深圳市火星人互动娱乐有限公司,1992,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTE0LzIwMTgxMTE0MTc0MTA2ODY3NTg3My5qcGc=,单机榜,6643573,-,无,2018-12-06
156,1,走出办公室（逃离公司）,南京番茄互娱网络科技有限公司,3284,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTEzLzIwMTgxMTEzMTk1OTEyMzg4NDYyNi5wbmc=,单机榜,6666612,-,无,2018-12-06
157,1,米拉奇战记,上海幻隙网络科技有限公司,7368,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwODI4LzIwMTgwODI4MTc0NDE4NzEyOTUzNC5qcGc=,单机榜,6566639,-,无,2018-12-06
158,1,火柴人突击格斗（暗影蜘蛛侠3）,合肥指间娱乐信息技术有限公司,33908,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwODE3LzIwMTgwODE3MTUwMDE5ODgwMDQ1My5wbmc=,单机榜,6458125,-,无,2018-12-06
159,1,勇者阿信-末日城市决战,南京齐聚元翔科技有限公司,12004,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwOTI5LzIwMTgwOTI5MTE0MzM3NDk3ODMwNy5qcGc=,单机榜,6691864,-,无,2018-12-06
160,1,猪猪侠百变飞车,深圳市海富荣网络科技有限公司,1814,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwMzEyLzIwMTgwMzEyMDk1NTQzMjQzMjY3MC5qcGc=,单机榜,1948084,-,无,2018-12-06
161,1,开心玻璃杯-更新300关,苏州番茄互娱信息科技有限公司,2900,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTI3LzIwMTgxMTI3MTgzNjI1Nzk4Mjk2NS5wbmc=,单机榜,6624451,-,无,2018-12-06
162,1,我的熊大熊二（画画新功能萌趣上线）,深圳市灵游互娱股份有限公司,7655,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNjAxLzIwMTgwNjAxMTAxNTIxNjE1Mzg5NS5qcGc=,单机榜,3724261,-,无,2018-12-06
163,1,美食烹饪家(疯狂餐厅),深圳云步互娱网络科技有限公司,6942,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwOTIwLzIwMTgwOTIwMTAyNjUyNzkzNzA0LmpwZw==,单机榜,6100890,-,无,2018-12-06
164,1,公主恋爱日记（换装养成）,成都力比科技有限公司,13311,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNDEwLzIwMTgwNDEwMTQ0NDAyMzI4NjI0NS5qcGc=,单机榜,6030361,-,无,2018-12-06
165,1,球球与白块（贪吃蛇战白块）,深圳市飞鸟与鱼科技开发有限公司,7312,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNzI2LzIwMTgwNzI2MTAwNzAzNzg2MzkyMy5wbmc=,单机榜,5861451,-,无,2018-12-06
166,1,密室逃脱1逃离地牢（史上最坑爹密室）,深圳市火星人互动娱乐有限公司,11116967,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTYxMi8yMDE2MTIwODE2MDgxNzIxNDIwOTQucG5n,单机榜,1968802,-,无,2018-12-06
167,1,叶罗丽跑酷天团-梦幻精灵梦,石家庄尔布城信息科技有限公司,9848,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDEyLzIwMTgxMDEyMTgwNzQ5ODE0MDU3NC5qcGc=,单机榜,6713465,-,无,2018-12-06
168,1,企鹅努力飞-刺激跑酷逃亡,北京多多游科技有限公司,4672,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDA4LzIwMTgxMDA4MTAyMzI1ODg3NTYxOC5wbmc=,单机榜,6691150,-,无,2018-12-06
169,1,真实摩托锦标赛,深圳云步互娱网络科技有限公司,11916,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNDE4LzIwMTgwNDE4MTY0ODQwMjUxODM4NC5qcGc=,单机榜,6522561,-,无,2018-12-06
170,1,熊出没之机甲熊大,合肥乐堂动漫信息技术有限公司,4674,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDA5LzIwMTgxMDA5MTkyMzA4MTExOTYxOC5qcGc=,单机榜,1944555,-,无,2018-12-06
171,1,梦幻婚纱店（换装）,成都力比科技有限公司,13140,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNzEyLzIwMTgwNzEyMTAzODA1MTM2NTI0LmpwZw==,单机榜,6441937,-,无,2018-12-06
172,1,果汁四溅2（开心消水果）,深圳市唯变科技开发有限公司,9681,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwOTIxLzIwMTgwOTIxMTMzNjQ1Njg4MzQ2NS5qcGc=,单机榜,2639156,深圳市唯变科技开发有限公司,https://www.qimai.cn/company/product/id/30911,2018-12-06
173,1,找你妹,雪鲤鱼公司,2501,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT00JnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPWNiMGYxNTc0MDI1M2MyOTA4YTc5NDQ4OTc0M2MyNjJjJnJlZj1odHRwJTNBJTJGJTJGYy5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZjLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGd2glMjUzRDUxMiUyNTJDNTEyJTJGc2lnbiUzRDJhZmI5NDZhNDEwODZlMDY2YWZkMzc0ZTMzM2E1N2MxJTJGODBjYjM5ZGJiNmZkNTI2NjQyNzQzNDRmYTYxODk3MmJkNDA3MzYwOS5qcGc=,单机榜,64278,-,无,2018-12-06
174,1,昭和杂货店物语3,北京识君互娱网络有限公司,6352,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwOTI4LzIwMTgwOTI4MTMzOTM5ODkyMTgxMS5wbmc=,单机榜,6692078,-,无,2018-12-06
175,1,城市大乱斗,天津多酷紫桐科技有限公司,11166,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTcwOS8yMDE3MDkwNTE4MDU0NzIyNzQ1NzIuanBn,单机榜,5025172,-,无,2018-12-06
176,1,白块儿达人,武汉市多比特信息科技有限公司,8352,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTcwNy8yMDE3MDcxODE5MjIzNzUzOTUxMTUucG5n,单机榜,4590745,-,无,2018-12-06
177,1,途游中国象棋（赢话费）,在线途游(北京)科技有限公司,8049,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTcxMi8yMDE3MTIxMzE5MDk1NDc3NTg4NTkucG5n,单机榜,1972898,-,无,2018-12-06
178,1,你胖你先吃（吃货大赛）,厦门游力信息科技有限公司,5511,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwMzA3LzIwMTgwMzA3MTk1NDQ0MTk0NjU2NS5wbmc=,单机榜,5199159,-,无,2018-12-06
179,1,史上最坑爹的游戏,珠海顶峰互动科技有限公司,10830,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMDMwNzI3NV8xNTM4MTMzNTc4LzI1Ng==,单机榜,111677,珠海顶峰互动科技有限公司,https://www.qimai.cn/company/product/id/30890,2018-12-06
180,1,消灭糖果,深圳市唯变科技开发有限公司,0,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMDkxMTkzMV8xNTMxMzg4MTUxLzI1Ng==,单机榜,104502,深圳市唯变科技开发有限公司,https://www.qimai.cn/company/product/id/30911,2018-12-06
181,1,冰雪皇家婚礼2-公主圣诞婚礼,深圳云步互娱网络科技有限公司,4176,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDI2LzIwMTgxMDI2MTYyMzU2Nzk4MjA1MC5wbmc=,单机榜,6737259,-,无,2018-12-06
182,1,烈焰雄心（绝地逃生攀爬）,马鞍山翰哲网络科技有限公司,5284,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwODMwLzIwMTgwODMwMTUwODE0MTQ0MTc5Ni5qcGc=,单机榜,6625258,-,无,2018-12-06
183,1,开心水果连连看2,深圳市猎游科技有限公司,7839,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNTIxLzIwMTgwNTIxMTQzMzQ2OTg3MjQ1Ni5wbmc=,单机榜,1947845,-,无,2018-12-06
184,1,变色龙跑酷（刺激跑酷单机）,深圳市优指游科技有限公司,5864,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNzMxLzIwMTgwNzMxMDk1MzUzNjM1MTUzNS5wbmc=,单机榜,6482503,-,无,2018-12-06
185,1,鲨鱼模拟猎杀3D,天津羽仁科技有限公司,6944,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwOTE3LzIwMTgwOTE3MTUxMzMyNDY4ODQwNC5qcGc=,单机榜,6624978,-,无,2018-12-06
186,1,完美贴合-你好星星,苏州番茄互娱信息科技有限公司,1352,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTEwLzIwMTgxMTEwMTAyMzAzNjYzODUwNy5wbmc=,单机榜,6719823,-,无,2018-12-06
187,1,精明老婆婆煮面条,苗立创意团队,6052,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2NkbjAwLmJhaWR1LWltZy5jbi90aW1nP3ZzYXBwJnNpemU9YjE1MF8xNTAmaW1ndHlwZT00JnF1YWxpdHk9MTAwJmVyJnNlYz0wJmRpPWUzODk1MWI1ZDEyNzdmMTI5NDYyMzVhMzA3YjY3NjFhJnJlZj1odHRwJTNBJTJGJTJGZC5oaXBob3Rvcy5iZGltZy5jb20mc3JjPWh0dHAlM0ElMkYlMkZkLmhpcGhvdG9zLmJkaW1nLmNvbSUyRndpc2VnYW1lJTJGd2glMjUzRDUxMiUyNTJDNTEyJTJGc2lnbiUzRDJiY2U1MDI1NWQzZDI2OTcyZTg2MDA1ODY0Yzk5ZWNlJTJGYWM0YmQxMTM3M2YwODIwMmQxOGRmY2QwNDdmYmZiZWRhYTY0MWJjNS5qcGc=,单机榜,1968808,-,无,2018-12-06
188,1,四川麻将赢话费,深圳市禅游科技股份有限公司,24500150,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMDk3MDg2MF8xNDYzMTMzMDE5LzI1Ng==,单机榜,1030352,深圳市禅游科技股份有限公司,https://www.qimai.cn/company/product/id/31341,2018-12-06
189,1,阿瑞斯病毒,厦门青瓷数码技术有限公司,5932,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDI0LzIwMTgxMDI0MTQyMDAyNTEzODEwLnBuZw==,单机榜,6478459,-,无,2018-12-06
190,1,欢乐球吃球,腾讯,1438,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl80MjMyMzA4MF8xNTA4Mjk2ODMyLzI1Ng==,单机榜,1831541,-,无,2018-12-06
191,1,熊大熊二向前冲,合肥乐堂动漫信息技术有限公司,9993,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNjE1LzIwMTgwNjE1MTUwMTM5OTk1OTI3Ny5wbmc=,单机榜,6380643,-,无,2018-12-06
192,1,纪念碑谷2,ustwo   发行商：极光游戏,4644,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjUwMjU4OV8xNTEzOTMwNzEzLzI1Ng==,单机榜,4630911,-,无,2018-12-06
193,1,欢乐射手（迷你射击世界）,深圳全民互动科技有限公司,0,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDMxLzIwMTgxMDMxMTczOTA5MjIwOTM0Mi5wbmc=,单机榜,6741521,-,无,2018-12-06
194,1,火线突击之全民反恐-3d狙击战,石家庄德莫岛信息科技有限公司,8788,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMTA2LzIwMTgxMTA2MTAzMDIxNTE2ODM2Ny5qcGc=,单机榜,6757369,-,无,2018-12-06
195,1,甜心公主美发屋,成都力比科技有限公司,13456,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwODA2LzIwMTgwODA2MTQyODQzNDQyMDQ3OS5qcGc=,单机榜,6498329,-,无,2018-12-06
196,1,机械迷宫,深圳市创梦天地科技有限公司,14188,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNzAyLzIwMTgwNzAyMTAxNDI0NDYwODQxLnBuZw==,单机榜,6371029,-,无,2018-12-06
197,1,有种上天啊（抱大腿小游戏）,深圳市动能无线传媒有限公司,4268,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgxMDE3LzIwMTgxMDE3MTgxNDIyNDg1MzA3Ni5qcGc=,单机榜,6739687,-,无,2018-12-06
198,1,滚动迷你世界（Tenkyu 3D）,深圳市火星网络有限公司,3184,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwODE1LzIwMTgwODE1MTcxNDU4OTY4OTA0Mi5wbmc=,单机榜,6566470,-,无,2018-12-06
199,1,欢乐球球,深圳市一锋科技有限公司,5112,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwOTEzLzIwMTgwOTEzMTQyNzQ1NzIwMDIzNC5qcGc=,单机榜,6643156,-,无,2018-12-06
200,新进榜,动物快跑（汤姆猫）,马鞍山翰哲网络科技有限公司,9088,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2ltZy53c2RsLnZpdm8uY29tLmNuL2FwcHN0b3JlL2RldmVsb3Blci9pY29uLzIwMTgwNDIzLzIwMTgwNDIzMTUwMjMzNjUxNTUxNy5wbmc=,单机榜,6096091,-,无,2018-12-06