排名,排名变化,游戏名称,发行公司,昨日新增下载量,icon,类别,appid,公司名称,公司链接
131,-47,2D Super Sayan,,-,https://android-artworks.25pp.com/fs08/2018/11/30/8/109_0275b8b2fd54f6288a9d3901c8d808c2_con_130x130.png,游戏,6817356,-,无
132,-115,Drive and Park,,-,https://gcontent-cdn.aso100.com/pic/view_gcontent/type/icon/source/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tLzc2em81XzlISEFWOXMwNDJIY2pxQmREVWg1Y1gtUzFMdGljMTk4Ym5aem1UMl9LVHVHWnlRMEVVU0ZYbmpuZGZLMDA9czE4MA==,游戏,6821787,-,无
133,新进榜,刀ι裼-重M,BANDAI NAMCO Entertainment Inc.,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjU4NjA3N18xNTEyNjE2MDA1LzI1Ng==,游戏,2898311,-,无
134,305,Paper Plane Planet,,-,https://android-artworks.25pp.com/fs08/2018/07/10/7/109_31f51a26ed25322fcee736a40159a2ff_con_130x130.png,游戏,6347167,-,无
135,新进榜,Dark Tower,PrimeBit Games S.A.,-,https://gcontent-cdn.aso100.com/pic/view_gcontent/type/icon/source/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL1pVV2x3XzQ2Nm5oS0NpR1dySXhoNVN0NlFfNHFtX2xZcF9UeS1TbmR2T1RlU3dIWWNpOXJKWnZUcXFHMVVUVG52enM9dzMwMA==,游戏,3266689,-,无
136,-121,闲置的矿业大亨,来自互联网,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3AzLnFoaW1nLmNvbS90MDE3NjdkMjEyOGVmYTg2OTdlLndlYnA=,游戏,1614667,-,无
137,新进榜,The Snake,,-,https://android-artworks.25pp.com/fs08/2018/11/29/2/109_43dd843aa09374c11ce59097f4318e37_con_130x130.png,游戏,6811854,-,无
138,-73,Cooking Joy 2,,-,https://android-artworks.25pp.com/fs08/2018/11/30/3/109_0449b922fa550936ebd5be1494e10568_con_130x130.png,游戏,6799069,-,无
139,-81,Euro Flight Simulator 2018,海沙工作室,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2FuZHJvaWQtYXJ0d29ya3MuMjVwcC5jb20vZnMwOC8yMDE4LzAzLzEzLzExLzEwOV83OTkxNmI2MGE2YzI5MTNiYWE4MGUxYWEwMTdmMTcwOV9jb25fMTMweDEzMC5wbmc=,游戏,5882453,-,无
140,新进榜,Raft Survival Simulator,海沙工作室,-,https://android-artworks.25pp.com/fs08/2018/11/30/5/109_637ddf50cf4033a701f4b91a133191d3_con_130x130.png,游戏,3151450,-,无
141,-122,Archery Champ - Bow &#38; Arrow King,,-,https://android-artworks.25pp.com/fs08/2018/12/06/11/109_75e62ee4b02254a997dc0c83cd5d8d5a_con_130x130.png,游戏,6689031,-,无
142,116,Paint by Number - Colorful Book,,-,,游戏,6793858,-,无
143,新进榜,My Museum Story: Mystery Match,ZiMAD,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjU5NTMzOF8xNTEyNjUwNTI4LzI1Ng==,游戏,5352547,-,无
144,203,TerraGenesis,,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2FuZHJvaWQtYXJ0d29ya3MuMjVwcC5jb20vZnMwOC8yMDE4LzA1LzI4LzEwLzEwOV82MGY5NjQ1ZTRlZDU2ZGI1YWE1NjFmMzU0ZjJlMWYwYl9jb25fMTMweDEzMC5wbmc=,游戏,5997237,-,无
145,新进榜,Real Drums Free 2 : Drum set,Gismart,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMjA0NDA0Nl8xNTE0NTI4Njc3LzI1Ng==,游戏,211414,-,无
146,新进榜,Pet World C My Animal Hospital C Care for animals,,-,https://android-artworks.25pp.com/fs08/2018/11/28/10/109_5a8ceb74c47c604a93d76645a0b78159_con_130x130.png,游戏,6809947,-,无
147,-16,Word Cooking,,-,https://gcontent-cdn.aso100.com/pic/view_gcontent/type/icon/source/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL1ltcmw1UDM2ZklfVy14ZXBXd09QRG9VVnI0QWZyYUhMX2l0VXdwQnBSSFNSS3hHZTF5Ul9zUHVhV1hQQ1VhdENSUT1zMTgw,游戏,6302333,-,无
148,新进榜,宝宝爱水果蔬菜,福州智永信息科技有限公司,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81Mjc2NzY1Nl8xNTQ0MTUwMzYyLzI1Ng==,游戏,6586061,-,无
149,-141,Axe Throw,,-,https://android-artworks.25pp.com/fs08/2018/12/05/8/109_aa6a6b378598ad2493ca4e637c2e7c79_con_130x130.png,游戏,6820644,-,无
150,-89,明星街机迷你高尔夫球3D城,来自互联网,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3AzLnFoaW1nLmNvbS90MDEyMGUyM2Y3NTk2ZTUwZjE4LndlYnA=,游戏,2192809,-,无
151,新进榜,Narcos: Cartel Wars,FTX Games LTD,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjU4MjkyMV8xNTEyNTY2MzQzLzI1Ng==,游戏,1922322,-,无
152,新进榜,Dice With Buddies,With Buddies,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMDI1ODRfMTQ5MDAxODM3NS8yNTY=,游戏,205699,-,无
153,新进榜,The Big Capitalist,Broken Reality,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjU5MjExN18xNTI3OTU1NDA0LzI1Ng==,游戏,4615388,-,无
154,新进榜,Sword Man - Monster Hunter（Unreleased）,GMS Adventure,-,https://android-artworks.25pp.com/fs08/2018/08/21/6/109_1ebd44bf6fbb6bc7b36836a417323dd2_con_130x130.png,游戏,5731957,-,无
155,291,Laser Break 2018,,-,https://android-artworks.25pp.com/fs08/2018/12/04/2/109_50859265a6d46d7dd080c70910a78b7c_con_130x130.png,游戏,6807809,-,无
156,新进榜,Star Dream,,-,https://gcontent-cdn.aso100.com/pic/view_gcontent/type/icon/source/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL0RSekhNTEc4OEtYV2VuYnY4M3htT1RxVjNjVnR3YngzRnp1TnJOc2k0aVZFb0VMMm5Sb01KemN4VVpsdlNhWXVENzA9czE4MA==,游戏,6827731,-,无
157,新进榜,Wicked Wolves,,-,https://android-artworks.25pp.com/fs08/2018/11/08/6/109_e5e4b060bd4899290d46b330c6d45bb9_con_130x130.png,游戏,6734856,-,无
158,新进榜,Huuuge Diamonds Slot Machine,,-,https://gcontent-cdn.aso100.com/pic/view_gcontent/type/icon/source/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL09GdWdYbHBpOU1iTUtvenBKQ3RrZHRrVmJrWEFSNzJSOG5xNmdYcjktS0Y0RmdJcExGTFBKNEZqQzBFbnZCWFBPYUw2PXMxODA=,游戏,6779728,-,无
159,新进榜,Ice Crush,安云龙,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMTA4NzU2Nl8xNDg3ODg0NzM3LzI1Ng==,游戏,707395,-,无
160,-34,Elf Bowling,,-,https://gcontent-cdn.aso100.com/pic/view_gcontent/type/icon/source/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL0dUTkxtZmFXOWZNNFk1cXlBNWxkRjBEbDNBdU5fNHZEY1VXazIyY2FjUEVtS3hudTVlMnlwOG94c3BPQXR5N3gyQTFUPXMxODA=,游戏,6823888,-,无
161,新进榜,2048,,-,,游戏,6737306,-,无
162,-141,和奇普乔安娜一起翻建,,-,https://android-artworks.25pp.com/fs08/2018/07/21/3/109_670fef9360c8a73ab192e5cc4edbefdf_con_130x130.png,游戏,6362812,-,无
163,58,Merge Solitaire,,-,https://android-artworks.25pp.com/fs08/2018/12/04/5/109_74572e525503cb84a9b0fae0ae24bcf8_con_130x130.png,游戏,6548902,-,无
164,新进榜,Just 24,,-,,游戏,6788639,-,无
165,新进榜,Skip-Bo? Free,,-,https://android-artworks.25pp.com/fs08/2018/02/06/2/109_70551421fcc12cebb7f342e902b4944e_con_130x130.png,游戏,2190196,-,无
166,-79,Wisdom Word - Quote Word Finder,,-,,游戏,6758413,-,无
167,161,Cannon Man,,-,https://android-artworks.25pp.com/fs08/2018/11/24/11/109_ae8cf1852feaadb8a687d143d84986c4_con_130x130.png,游戏,6527773,-,无
168,-106,Bubbles Reward - Win the prizes!,,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2FuZHJvaWQtYXJ0d29ya3MuMjVwcC5jb20vZnMwOC8yMDE4LzA1LzEwLzIvMTA5X2M4ZmVkNzFmNzY5MDdjOTdmNWIzMzgzNjEyYjVjZGYyX2Nvbl8xMzB4MTMwLnBuZw==,游戏,6064312,-,无
169,新进榜,Food POP : New puzzle gravity world (Food burst 2),,-,https://android-artworks.25pp.com/fs08/2018/12/05/1/109_8693aba546bb53654d0e6a1caa669c18_con_130x130.png,游戏,6666470,-,无
170,153,Candies &#39;n Curses,,-,https://android-artworks.25pp.com/fs08/2018/11/21/7/109_9b73d2905d53be1c5650cde5cc7f50c6_con_130x130.png,游戏,6711324,-,无
171,新进榜,Venom Anaconda Simulator 3D,PlayMechanics,-,https://gcontent-cdn.aso100.com/pic/view_gcontent/type/icon/source/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL0dLcG03bkdyYThaMHR4UTdyUlNQdTNHWTlYYjIxa01OZmFCeFEtTlJDam01TVM1WnlZaTI0ODdTNlUyUUNJOXNhUT1zMTgw,游戏,2187763,-,无
172,新进榜,Bit City,NimbleBit LLC,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjQ3Mzc2OV8xNDk1ODY4MTA0LzI1Ng==,游戏,2873448,-,无
173,新进榜,流体模拟器,,-,https://android-artworks.25pp.com/fs08/2018/12/04/9/109_8ee8820c6652e69dc663cbc59f237f43_con_130x130.png,游戏,6721651,-,无
174,新进榜,Real Road Racing-Highway Speed Car Chasing Game,,-,https://android-artworks.25pp.com/fs08/2018/12/06/8/109_7f661a8e0cddd097747f40ba984aed5c_con_130x130.png,游戏,6777873,-,无
175,新进榜,地心小镇：Deep Town,Rockbite Games,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjU0NzIzMl8xNTE2OTI0Nzg3LzI1Ng==,游戏,3184702,-,无
176,-58,麻将接龙,3DGames,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjU4NjA0NV8xNTEyNjE1NjI3LzI1Ng==,游戏,2651941,-,无
177,新进榜,Break the Block: Slide Puzzle,,-,,游戏,6539116,-,无
178,92,Ice cream challenge - Free match 3 game,,-,https://android-artworks.25pp.com/fs08/2018/11/30/10/109_0c8c213601a53422b240f71b19f74366_con_130x130.png,游戏,6713935,-,无
179,新进榜,部落,Game Insight,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8yODI4MThfMTUxOTY0NjQzOS8yNTY=,游戏,65523,-,无
180,新进榜,Solitaire Kingdom,,-,https://gcontent-cdn.aso100.com/pic/view_gcontent/type/icon/source/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tLzBGelRsejZJMkVLanFZaUkwUUV0MXZ6VENHZmtadGtvQXVFMWNXTWxtc1NGWlM5bTV3UHNodDFkelU5di1wenhhNk9xPXMxODA=,游戏,6679990,-,无
181,新进榜,Crusher,,-,https://android-artworks.25pp.com/fs08/2018/11/06/9/109_331869c20034c82b1c3822e7ef7feec5_con_130x130.png,游戏,6556463,-,无
182,新进榜,Hexa Puzzle,,-,,游戏,6440257,-,无
183,新进榜,麻将之旅,来自互联网,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3AzLnFoaW1nLmNvbS90MDFiMjQ4ZmIzNDQzOWQxYjljLndlYnA=,游戏,1038842,-,无
184,新进榜,Solitaire - Make Money Free,,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2FuZHJvaWQtYXJ0d29ya3MuMjVwcC5jb20vZnMwOC8yMDE4LzA1LzA0LzUvMTA5X2QwNTMzMDJhMTE0MWUxNmM3YjcwOTNlZThiNjFkMGQxX2Nvbl8xMzB4MTMwLnBuZw==,游戏,3158973,-,无
185,-171,护婴达人――儿童游戏,来自互联网,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3AzLnFoaW1nLmNvbS90MDFhMWZiNDJhY2Y5MDRhOWE3LndlYnA=,游戏,1841477,-,无
186,-157,"Bible Coloring - Color By Number, Free Bible Game",,-,https://android-artworks.25pp.com/fs08/2018/12/06/3/109_93b344f4c2c3f83953e83870f4c5562f_con_130x130.png,游戏,6801529,-,无
187,-111,Troll Face Quest: Stupidella and Failman,,-,https://android-artworks.25pp.com/fs08/2018/11/23/4/109_026de16dd60d731cb964af3983ed56a1_con_130x130.png,游戏,6796038,-,无
188,新进榜,Bible Word Puzzle,,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2FuZHJvaWQtYXJ0d29ya3MuMjVwcC5jb20vZnMwOC8yMDE4LzA1LzE2LzIvMTA5XzZlNzJiOTRmZmIxOTI4N2YxMWI1YzU3N2ZiYmMzZjI5X2Nvbl8xMzB4MTMwLnBuZw==,游戏,5838395,-,无
189,新进榜,The Biggest Crowd City : The real crowd experience,,-,https://gcontent-cdn.aso100.com/pic/view_gcontent/type/icon/source/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tLzZoenEyYXV3MzJGdXFZX3dOSmN3S1ZIeGhXV2tsWjFUTWVySndrekFuS1o2NmlFVTEyQkpRaWhkZW1vRzFiTW1sTWM9czE4MA==,游戏,6836334,-,无
190,新进榜,Yazy Classic : The best Dice Board Games,,-,https://android-artworks.25pp.com/fs08/2018/11/17/3/109_15274480ade022cc07a8ad1e189f9ad1_con_130x130.png,游戏,6712934,-,无
191,新进榜,Best Game 523 Rescue Pomegranate Fruit Queen,,-,https://android-artworks.25pp.com/fs08/2018/12/06/4/109_18a008c6b8a28773a08aefef3fe8ed7c_con_130x130.png,游戏,6832683,-,无
192,70,Slope,,-,https://gcontent-cdn.aso100.com/pic/view_gcontent/type/icon/source/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL3VKbjJpOWg3S3hZUWFyQ19jM0s0cUg2bzdnTHRmbEZuaERfZE4xNE1Oa3pISjFOZU5GekNMNjlqcEI1bVQwdkNvUXM9czE4MA==,游戏,6035043,-,无
193,新进榜,Blackjack 21: Blackjackist,KamaGames,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjU4NjY4OF8xNTEyNjE5Mzk3LzI1Ng==,游戏,2190574,-,无
194,新进榜,溪谷农场,来自互联网,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3AzLnFoaW1nLmNvbS90MDE3MDg5ZjQ0ZDRmM2M3NzdjLndlYnA=,游戏,593490,-,无
195,新进榜,Kavi Escape Game 494 Faerie Girl Escape Game,,-,https://android-artworks.25pp.com/fs08/2018/12/05/1/109_444e57869d4f6d1c11e5e7e9b921deea_con_130x130.png,游戏,6831344,-,无
196,新进榜,Sudoku - Free &#38; Offline Classic Puzzles,,-,https://android-artworks.25pp.com/fs08/2018/11/29/1/109_a53f3316840b1306f8261bc36c2ed9bf_con_130x130.png,游戏,6766816,-,无
197,新进榜,SpinToWin Slots - Casino Games & Fun Slot Machines,Chartbuster Games,-,https://gcontent-cdn.aso100.com/pic/view_gcontent/type/icon/source/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL0hEb3hBNG0weW43VG85dHFvNWxybHpsSEg3UDdMbzNtSzA4NUFPTlBYYUVVVG1ROXY4VWdyaFI2TVVmbzV4NkZfUTZ3PXMxODA=,游戏,2188354,-,无
198,-102,Orbia 轻按并放松,来自互联网,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3AzLnFoaW1nLmNvbS90MDFjZmY4ZjM2NDFhNjUwMDU0LndlYnA=,游戏,5306197,-,无
199,-56,Mahjong,,-,,游戏,6617191,-,无
200,新进榜,帐篷与树谜题,海沙工作室,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL2FuZHJvaWQtYXJ0d29ya3MuMjVwcC5jb20vZnMwOC8yMDE4LzAzLzEzLzYvMTA5X2E4Yjg2MmU4YWMzZDBjYTJhZWJmMjc3OTg4NDhiOGRkX2Nvbl8xMzB4MTMwLnBuZw==,游戏,5548294,-,无